"","Palavra","Dimensao","Media","DP"
"575","PACIENTE","Ativacao",4.06,2.77
"576","PADRE","Ativacao",2.7,2.33
"577","PAI","Ativacao",5.55,3.29
"578","PAÍS","Ativacao",4.53,2.76
"579","PAIXÃO","Ativacao",5.27,3.3
"580","PALÁCIO","Ativacao",3.6,2.45
"581","PANFLETO","Ativacao",3.45,2.62
"582","PÂNICO","Ativacao",6.7,3.06
"583","PANQUECA","Ativacao",4.03,2.75
"584","PÂNTANO","Ativacao",4.33,2.7
"585","PAPEL","Ativacao",3.85,2.93
"586","PAQUERAR","Ativacao",4.45,3.06
"587","PARAÍSO","Ativacao",4.79,3.23
"588","PARALISIA","Ativacao",5.77,3.24
"589","PARTE","Ativacao",3.32,2.44
"590","PASSAGEM","Ativacao",4.01,2.77
"591","PÁSSARO","Ativacao",4.06,2.76
"592","PATENTE","Ativacao",3.23,2.41
"593","PATRIOTA","Ativacao",3.7,2.7
"594","PAZ","Ativacao",3.71,3.5
"595","PAZINHA","Ativacao",3.76,2.47
"596","PÉ","Ativacao",2.91,2.48
"597","PECADO","Ativacao",4.23,2.82
"598","PECAMINOSO","Ativacao",4.72,2.74
"599","PEÇONHA","Ativacao",4.33,2.56
"600","PEDINTE","Ativacao",4.85,2.58
"601","PEITO","Ativacao",4.91,2.61
"602","PEIXE","Ativacao",3.14,2.33
"603","PELADO","Ativacao",4.73,2.69
"604","PÊLO","Ativacao",3.65,2.3
"605","PENALIDADE","Ativacao",4.86,2.87
"606","PENHASCO","Ativacao",5.21,3.08
"607","PÊNIS","Ativacao",5.03,2.89
"608","PENITENTE","Ativacao",4.01,2.55
"609","PENSAMENTO","Ativacao",5,2.82
"610","PENSATIVO","Ativacao",4.36,2.75
"611","PERDEDOR","Ativacao",5.54,2.97
"612","PERDIDO","Ativacao",5.17,2.55
"613","PERFEIÇÃO","Ativacao",4.87,2.84
"614","PERFUME","Ativacao",4.33,3.31
"615","PERIGO","Ativacao",6.74,2.47
"616","PERSEGUIR","Ativacao",5.5,2.63
"617","PERTURBADO","Ativacao",6.01,2.71
"618","PERTURBAR","Ativacao",5.35,2.96
"619","PERVERTIDO","Ativacao",5.09,2.72
"620","PESADELO","Ativacao",5.92,3.11
"621","PESAR","Ativacao",4.78,2.6
"622","PESSOA","Ativacao",4.46,2.98
"623","PESTE","Ativacao",5.43,2.84
"624","PIADA","Ativacao",4.45,3.07
"625","PICADA","Ativacao",5.12,2.53
"626","PIEDADE","Ativacao",4.08,2.53
"627","PINTAR","Ativacao",3.68,2.8
"628","PIOLHO","Ativacao",5.08,3.17
"629","PISCAR","Ativacao",3.26,2.38
"630","PISTOLA","Ativacao",5.83,3.03
"631","PIZZA","Ativacao",4.16,3.3
"632","PLANÍCIE","Ativacao",3.17,2.43
"633","PLANO","Ativacao",4.96,2.75
"634","PLANTA","Ativacao",3.22,2.74
"635","POBREZA","Ativacao",5.83,2.79
"636","PODER","Ativacao",5.39,2.63
"637","SOLIDÃO","Ativacao",5.37,2.82
"638","SOLITÁRIO","Ativacao",5.28,2.95
"639","SOMBRA","Ativacao",3.49,2.38
"640","SOMBRINHA","Ativacao",3.78,2.32
"641","SONHO","Ativacao",4.36,3.03
"642","SONO","Ativacao",3.22,2.74
"643","SÓRDIDO","Ativacao",4.55,2.57
"644","SORRISO","Ativacao",4.15,3.49
"645","SORTUDO","Ativacao",4.51,2.96
"646","SOZINHO","Ativacao",4.96,3.03
"647","SUAVE","Ativacao",3.23,2.84
"648","SUBJUGADO","Ativacao",5.36,2.69
"649","SUCESSO","Ativacao",5.31,3.18
"650","SUFOCAR","Ativacao",6.61,2.59
"651","SUICÍDIO","Ativacao",5.13,3.38
"652","SUJEIRA","Ativacao",5.86,2.82
"653","SUJO","Ativacao",5.49,2.75
"654","SURPRESO","Ativacao",5.36,2.49
"655","SURRA","Ativacao",5.55,3.12
"656","SUSPEITO","Ativacao",5.64,2.49
"657","TABACO","Ativacao",5.35,3.18
"658","TALENTO","Ativacao",5.04,3.29
"659","TANQUE","Ativacao",3.74,2.31
"660","TAPA","Ativacao",6.19,2.59
"661","TÁXI","Ativacao",3.71,2.39
"662","TECIDO","Ativacao",3.37,1.88
"663","TÉDIO","Ativacao",5.32,2.6
"664","TELEVISÃO","Ativacao",4.21,2.76
"665","TEMIDO","Ativacao",4.72,2.23
"666","TEMÍVEL","Ativacao",5.72,2.44
"667","TEMPERAMENTAL","Ativacao",4.94,2.16
"668","TEMPESTADE","Ativacao",5.53,2.84
"669","TEMPO","Ativacao",5.25,2.43
"670","TÊNIS","Ativacao",2.83,2.13
"671","TENSO","Ativacao",6.63,2.3
"672","TEORIA","Ativacao",3.45,2.28
"673","TERMÔMETRO","Ativacao",3.33,2.04
"674","TERRA","Ativacao",4.09,2.92
"675","TERRÍVEL","Ativacao",6.41,2.48
"676","TERRORISTA","Ativacao",6.35,2.88
"677","TESOURA","Ativacao",3.25,2.34
"678","TESOURO","Ativacao",4.61,3.16
"679","TÍMIDO","Ativacao",4.78,2.66
"680","TINTA","Ativacao",2.78,2.36
"681","TIO","Ativacao",2.82,2.37
"682","TOBOGÃ","Ativacao",5.59,2.93
"683","TOLO","Ativacao",4.38,2.61
"684","TORNADO","Ativacao",5.89,2.8
"685","TORNOZELO","Ativacao",2.84,2.35
"686","TORRE","Ativacao",3.82,2.56
"687","TORTA","Ativacao",3.92,2.98
"688","TORTURA","Ativacao",7.35,2.37
"689","TÓXICO","Ativacao",5.53,2.85
"690","TRAGÉDIA","Ativacao",7.09,2.36
"691","TRAIDOR","Ativacao",7.16,2.69
"692","TRAIR","Ativacao",7.24,2.59
"693","TRANQUILAMENTE","Ativacao",2.49,2.66
"694","TRANQÜILO","Ativacao",2.22,2.26
"695","TRATAR","Ativacao",3.31,2.31
"696","TRAUMA","Ativacao",6.43,2.61
"697","TRAVESSEIRO","Ativacao",2.58,2.8
"698","CACHOEIRA","Ativacao",3.84,3.35
"699","CACHORRO","Ativacao",3.98,2.8
"700","CADÁVER","Ativacao",6.08,2.95
"701","CADEIA","Ativacao",5.7,3.2
"702","CADEIRA","Ativacao",2.76,1.72
"703","CADERNO","Ativacao",4.02,2.15
"704","CAIXÃO","Ativacao",6.08,3.13
"705","CALOR","Ativacao",5.35,2.76
"706","CAMA","Ativacao",3.28,2.93
"707","CAMINHÃO","Ativacao",4.27,2.25
"708","CAMPEÃO","Ativacao",5.03,3.34
"709","CAMPO","Ativacao",3.09,2.79
"710","CANÇÃO","Ativacao",3.7,3.31
"711","CÂNCER","Ativacao",6.98,2.84
"712","CANHÃO","Ativacao",5.78,2.62
"713","CANSADO","Ativacao",5.39,3.26
"714","CAOS","Ativacao",6.51,2.79
"715","CAPAZ","Ativacao",4.89,2.95
"716","CARCAÇA","Ativacao",4.29,2.72
"717","CÁRCERE","Ativacao",5.95,2.84
"718","CARÍCIA","Ativacao",4.42,3.51
"719","CÁRIE","Ativacao",5.71,2.91
"720","CARINHOSO","Ativacao",4.42,3.52
"721","CAROÇO","Ativacao",4.49,2.77
"722","CARRO","Ativacao",4.36,3.19
"723","CARTA","Ativacao",4.2,2.37
"724","CASA","Ativacao",3.35,2.99
"725","CASAL","Ativacao",4.09,3.05
"726","CASAMENTO","Ativacao",4.57,3.27
"727","CASSINO","Ativacao",4.98,2.71
"728","CAVALO","Ativacao",3.24,2.68
"729","CAVEIRA","Ativacao",5.07,2.75
"730","CÉDULA","Ativacao",4.76,2.86
"731","CEFALÉIA","Ativacao",5.47,2.67
"732","CEGO","Ativacao",4.68,2.65
"733","CÉLULA","Ativacao",3.02,2.2
"734","CEMITÉRIO","Ativacao",5.27,3.06
"735","CESTA","Ativacao",3.33,2.28
"736","CÉTICO","Ativacao",3.61,1.96
"737","CÉU","Ativacao",2.76,2.3
"738","CHACINA","Ativacao",6.86,2.78
"739","CHALEIRA","Ativacao",3.02,2.16
"740","CHAMUSCAR","Ativacao",4.24,2.37
"741","CHANTAGEM","Ativacao",6.84,2.77
"742","CHAPÉU","Ativacao",2.54,1.74
"743","CHARME","Ativacao",5.35,2.75
"744","CHATEAÇÃO","Ativacao",6,2.7
"745","CHAVE","Ativacao",3.36,2.4
"746","CHOCALHO","Ativacao",3.12,2.29
"747","CHOCOLATE","Ativacao",4.88,3.03
"748","CHUTE","Ativacao",4.27,2.75
"749","CHUVA","Ativacao",4.47,2.73
"750","CICATRIZ","Ativacao",3.98,2.6
"751","CICLONE","Ativacao",6.04,2.77
"752","CIDADE","Ativacao",4.71,2.7
"753","CINEMA","Ativacao",4.75,3.3
"754","CIRCO","Ativacao",3.1,2.49
"755","CÍRCULO","Ativacao",3.71,2.31
"756","CIRURGIA","Ativacao",5.81,2.8
"757","CIÚME","Ativacao",6.05,2.45
"758","COBERTURA","Ativacao",3.57,3.08
"759","COBRA","Ativacao",6.16,2.73
"760","COELHINHO","Ativacao",2.83,2.5
"761","COELHO","Ativacao",3.41,2.5
"762","COFRE","Ativacao",3.63,2.84
"763","COGUMELO","Ativacao",3.35,2.36
"764","COLETE","Ativacao",3,2.33
"765","COLISÃO","Ativacao",6.16,2.66
"766","COLUNA","Ativacao",3.92,3.03
"767","COMÉDIA","Ativacao",4.4,3.29
"768","COMER","Ativacao",4.58,2.94
"769","COMPLACENTE","Ativacao",3.95,2.26
"770","ESCORPIÃO","Ativacao",4.61,2.91
"771","ESCRAVO","Ativacao",5.82,2.93
"772","ESCRITOR","Ativacao",2.57,1.81
"773","ESCRITÓRIO","Ativacao",4.41,2.39
"774","ESCURO","Ativacao",3.67,2.86
"775","ESFERA","Ativacao",3.53,2.43
"776","ESFOMEADO","Ativacao",5.22,2.89
"777","ESMAGADO","Ativacao",5.46,2.69
"778","ESNOBE","Ativacao",5.22,3.03
"779","ESPAÇO","Ativacao",4.39,2.79
"780","ESPANTADO","Ativacao",4.8,2.87
"781","ESPERANÇA","Ativacao",5.04,3.11
"782","ESPERANÇOSO","Ativacao",4.08,2.76
"783","ESPINGARDA","Ativacao",5.66,2.85
"784","ESPINHO","Ativacao",4.45,2.89
"785","ESPÍRITO","Ativacao",4.27,2.7
"786","ESPOSA","Ativacao",3.71,2.72
"787","ESPUMA","Ativacao",3.71,2.75
"788","ESQUINA","Ativacao",3.27,2.48
"789","ESTAGNADO","Ativacao",4.86,2.31
"790","ESTÁTUA","Ativacao",2.53,2.22
"791","ESTERCO","Ativacao",3.76,2.6
"792","ESTÔMAGO","Ativacao",3.71,2.45
"793","ESTRANGEIRO","Ativacao",4.22,2.48
"794","ESTRANHO","Ativacao",5.16,1.93
"795","ESTRELA","Ativacao",3.57,3.07
"796","ESTRESSE","Ativacao",6.51,2.77
"797","ESTUPENDO","Ativacao",6.67,3.03
"798","ESTÚPIDO","Ativacao",6.18,2.71
"799","ESTUPRO","Ativacao",5.1,2.9
"800","EVENTO","Ativacao",4.51,2.93
"801","EXAME","Ativacao",3.93,11.52
"802","EXCELÊNCIA","Ativacao",4.35,2.41
"803","EXCITAÇÃO","Ativacao",6.26,3.01
"804","EXCURSÃO","Ativacao",4.85,3.15
"805","EXECUÇÃO","Ativacao",4.79,2.75
"806","EXERCÍCIO","Ativacao",4.7,2.82
"807","EXÉRCITO","Ativacao",4.76,2.58
"808","ÊXTASE","Ativacao",5.44,2.77
"809","EXULTANTE","Ativacao",4.29,2.71
"810","FACA","Ativacao",5.21,2.45
"811","FÁCIL","Ativacao",3.49,2.91
"812","FAIXA","Ativacao",4.24,1.64
"813","FALCÃO","Ativacao",3.97,2.52
"814","FALHA","Ativacao",6.93,2.18
"815","FALIDO","Ativacao",5.4,3.06
"816","FALSO","Ativacao",5.03,3.27
"817","FAMA","Ativacao",5.38,2.76
"818","FAMÍLIA","Ativacao",4.09,3.05
"819","FAMINTO","Ativacao",5.7,2.89
"820","FAMOSO","Ativacao",4.24,2.23
"821","FANTASIA","Ativacao",5.18,2.9
"822","FAROL","Ativacao",5,2.7
"823","FAROLETE","Ativacao",3.4,2.26
"824","FASCINAR","Ativacao",4.39,2.51
"825","FASE","Ativacao",4.33,2.65
"826","FATIGADO","Ativacao",4.72,3.06
"827","FAVELA","Ativacao",5.63,2.96
"828","FAVOR","Ativacao",3.75,2.71
"829","FAVORITO","Ativacao",5.12,2.84
"830","FAZENDA","Ativacao",4.43,3.08
"831","FEBRE","Ativacao",4.9,2.91
"832","FEDOR","Ativacao",5.43,3.43
"833","FEITO","Ativacao",4.15,2.64
"834","FELIZ","Ativacao",4.13,3.44
"835","FENO","Ativacao",3.24,2.29
"836","FERIADO","Ativacao",4.55,3.23
"837","FÉRIAS","Ativacao",5.87,3.6
"838","FERIDAS","Ativacao",4.65,2.51
"839","FERIMENTO","Ativacao",5.08,2.59
"840","FERRAMENTA","Ativacao",4.78,2.79
"841","FERRO","Ativacao",3.84,2.06
"842","LANTERNA","Ativacao",3.06,2.21
"843","LÁPIS","Ativacao",3.42,2.12
"844","LAR","Ativacao",3.43,2.88
"845","LARVA","Ativacao",4.27,2.75
"846","LEAL","Ativacao",3.21,2.7
"847","LEÃO","Ativacao",5.51,2.54
"848","LEITE","Ativacao",3.01,2.35
"849","LENDA","Ativacao",3.69,2.36
"850","LENTO","Ativacao",4.66,2.98
"851","LEPRA","Ativacao",4.83,2.99
"852","LÉSBICA","Ativacao",3.65,2.72
"853","LETÁRGICO","Ativacao",3.31,2.31
"854","LETRA","Ativacao",3.4,2.57
"855","LIBERDADE","Ativacao",5.27,3.73
"856","LÍDER","Ativacao",4.27,2.89
"857","LIGA","Ativacao",3.59,2.14
"858","LINDO","Ativacao",3.9,3.31
"859","LIVRAR","Ativacao",4.31,2.38
"860","LIVRE","Ativacao",3.95,3.29
"861","LIVRO","Ativacao",4.14,2.75
"862","LIXO","Ativacao",5.14,3
"863","LODO","Ativacao",4.41,2.64
"864","LOIRO","Ativacao",3.37,2.48
"865","LOTERIA","Ativacao",5.11,2.98
"866","LOUCO","Ativacao",4.9,2.79
"867","LUCRO","Ativacao",5.48,3.07
"868","LUSTRE","Ativacao",2.58,1.92
"869","LUTA","Ativacao",5.51,2.53
"870","LUTO","Ativacao",5.32,3.15
"871","LUXO","Ativacao",4.65,2.72
"872","LUXÚRIA","Ativacao",4.71,2.92
"873","LUZ","Ativacao",4.25,3.02
"874","MACHUCADO","Ativacao",5.65,2.9
"875","MACIO","Ativacao",4.08,3.09
"876","MÃE","Ativacao",3.31,3.2
"877","MÁGICO","Ativacao",4.54,2.91
"878","MAGOAR","Ativacao",5.94,3.2
"879","MAL","Ativacao",6.1,3.04
"880","MALÁRIA","Ativacao",5,3.16
"881","MALCHEIROSO","Ativacao",4.89,3.04
"882","MALÍCIA","Ativacao",4.43,2.89
"883","MALUCO","Ativacao",5.46,2.57
"884","MALVADO","Ativacao",5.77,2.91
"885","MAMILO","Ativacao",4.18,2.58
"886","MANEIRA","Ativacao",3.62,2.26
"887","MANÍACO","Ativacao",6.24,3.03
"888","MANSO","Ativacao",2.96,2.25
"889","MANTEIGA","Ativacao",3.25,2.3
"890","MÃO","Ativacao",2.95,2.42
"891","MÁQUINA","Ativacao",3.96,2.5
"892","MARAVILHA","Ativacao",3.72,2.83
"893","MAREADO","Ativacao",3.35,2.22
"894","MARICAS","Ativacao",3.26,2.26
"895","MARTELO","Ativacao",3.3,2.24
"896","MASSA","Ativacao",2.99,2.46
"897","MASSACRE","Ativacao",5.94,3.26
"898","MASTIGAR","Ativacao",3.35,2.5
"899","MASTURBAR","Ativacao",5.21,2.87
"900","MATADOR","Ativacao",6.69,3.21
"901","MATERIAL","Ativacao",3.37,2.06
"902","MEDO","Ativacao",6.36,3.05
"903","MEL","Ativacao",3.48,2.7
"904","MELHORAR","Ativacao",4.58,3.02
"905","MELODIA","Ativacao",4.51,3.22
"906","MEMÓRIA","Ativacao",4.43,2.75
"907","MEMÓRIAS","Ativacao",5.14,2.98
"908","MENINA","Ativacao",3.26,2.54
"909","MENINO","Ativacao",4.77,2.75
"910","MENOSPREZADO","Ativacao",6.05,3.15
"911","MENSAGEIRO","Ativacao",3.97,2.21
"912","MENTE","Ativacao",3.91,2.85
"913","MENTIRA","Ativacao",6.28,3.07
"914","PODEROSO","Ativacao",4.88,2.64
"915","PODRE","Ativacao",5.1,3.05
"916","POENTE","Ativacao",3.23,2.37
"917","POESIA","Ativacao",3.13,2.76
"918","POLUIR","Ativacao",6.05,2.91
"919","POMBA","Ativacao",2.97,2.25
"920","PORÃO","Ativacao",4.22,2.6
"921","PORCO","Ativacao",3.6,2.45
"922","PORTA","Ativacao",3.97,2.49
"923","PÔSTER","Ativacao",3.51,2.34
"924","POVO","Ativacao",4.87,2.46
"925","PRADARIA","Ativacao",3.51,2.43
"926","PRAIA","Ativacao",4.64,3.58
"927","PRANTO","Ativacao",5.49,2.71
"928","PRAZER","Ativacao",5.29,3.63
"929","PREGUIÇOSO","Ativacao",4.14,2.65
"930","PREJUDICADO","Ativacao",5.59,2.73
"931","PREJUDICAR","Ativacao",6.04,2.95
"932","PRESENTE","Ativacao",4.81,3.22
"933","PRESSÃO","Ativacao",5.9,2.83
"934","PRESTÍGIO","Ativacao",4.3,3.03
"935","PRETO","Ativacao",3.85,2.35
"936","PRIMAVERA","Ativacao",3.76,3.3
"937","PRIMO","Ativacao",3.62,2.51
"938","PRISÃO","Ativacao",5.79,3
"939","PRIVAÇÃO","Ativacao",5.53,2.66
"940","PRIVACIDADE","Ativacao",3.73,2.97
"941","PROBLEMA","Ativacao",6.14,2.75
"942","PROCESSO","Ativacao",4.97,2.54
"943","PROEMINENTE","Ativacao",4.1,2.21
"944","PROFESSOR","Ativacao",4.54,2.51
"945","PROGRESSO","Ativacao",4.76,3.09
"946","PROMOÇÃO","Ativacao",4.9,3.07
"947","PRÓSPERO","Ativacao",4.44,3.11
"948","PROSTITUTA","Ativacao",4.55,2.98
"949","PROTEGIDO","Ativacao",3.45,2.7
"950","PROVA","Ativacao",6.85,2.33
"951","PULGA","Ativacao",4.3,3.11
"952","PULVERIZADOR","Ativacao",3.88,2.3
"953","PUNIÇÃO","Ativacao",5.44,2.88
"954","PUS","Ativacao",4.77,2.73
"955","PÚTRIDO","Ativacao",4.16,2.59
"956","QUADRADO","Ativacao",2.95,1.97
"957","QUADRO","Ativacao",3.8,2.22
"958","QUALIDADE","Ativacao",4.61,3.2
"959","QUEBRADO","Ativacao",5.23,2.64
"960","QUEDA","Ativacao",5.84,2.59
"961","QUEIMADURA","Ativacao",5.54,3.05
"962","QUEIXO","Ativacao",2.97,2.02
"963","QUERIDO","Ativacao",4.01,3.16
"964","QUEROSENE","Ativacao",3.78,2.53
"965","QUIETO","Ativacao",3.21,2.15
"966","QUIMIOTERAPIA","Ativacao",5.61,3.18
"967","RÃ","Ativacao",4.11,2.87
"968","RADIADOR","Ativacao",3.63,2.31
"969","RADIANTE","Ativacao",4.7,3.28
"970","RÁDIO","Ativacao",4.12,3.13
"971","RAINHA","Ativacao",3.99,2.52
"972","RAIVA","Ativacao",7.13,2.49
"973","RALÉ","Ativacao",3.96,2.36
"974","RANÇOSO","Ativacao",5.16,2.57
"975","RÁPIDO","Ativacao",5.37,2.64
"976","RATO","Ativacao",5.18,2.87
"977","RAZÃO","Ativacao",4.56,2.4
"978","REALIZAÇÃO","Ativacao",5.23,3.47
"979","RECEOSO","Ativacao",4.51,2.37
"980","RECOMPENSA","Ativacao",4.96,3.05
"981","RECREIO","Ativacao",4.1,2.96
"982","REFÉM","Ativacao",6.55,2.61
"983","REFRESCO","Ativacao",3.38,2.91
"984","REI","Ativacao",3.71,2.46
"985","REJEITADO","Ativacao",5.85,2.73
"986","TRAVESSURA","Ativacao",4.84,2.52
"987","TREVAS","Ativacao",5.46,2.99
"988","TRISTE","Ativacao",5.28,2.8
"989","TRIUNFANTE","Ativacao",4.99,3.24
"990","TRIUNFO","Ativacao",4.63,3.01
"991","TROFÉU","Ativacao",4.71,3.4
"992","TROMPETE","Ativacao",3.54,2.49
"993","TRONCO","Ativacao",2.93,2.16
"994","TUBARÃO","Ativacao",6.21,2.64
"995","TUMOR","Ativacao",6.29,3.1
"996","TÚMULO","Ativacao",5.39,2.87
"997","ÚLCERA","Ativacao",6,3.06
"998","ULTRAJE","Ativacao",4.22,2.39
"999","UNIDADE","Ativacao",2.94,2.48
"1000","UNTENSÍLIO","Ativacao",3.01,2.32
"1001","URINA","Ativacao",3.14,2.61
"1002","ÚTIL","Ativacao",3.71,2.89
"1003","VACA","Ativacao",2.61,2.17
"1004","VAGÃO","Ativacao",3.81,2.55
"1005","VAGINA","Ativacao",4.06,3.08
"1006","VAIDADE","Ativacao",4.55,2.42
"1007","VAMPIRO","Ativacao",4.38,2.92
"1008","VÂNDALO","Ativacao",6.28,2.89
"1009","VANTAGEM","Ativacao",4.45,2.62
"1010","VARA","Ativacao",3.66,2.5
"1011","VARÍOLA","Ativacao",4.95,3.05
"1012","VEÍCULO","Ativacao",4.45,2.61
"1013","VELEIRO","Ativacao",3.39,2.81
"1014","VELOZ","Ativacao",5.18,2.66
"1015","VENCER","Ativacao",5.46,3.4
"1016","VENENO","Ativacao",6.77,2.59
"1017","VENTILADOR","Ativacao",2.76,2.32
"1018","VERDADE","Ativacao",3.46,3.08
"1019","VERDE","Ativacao",3.26,2.9
"1020","VERMELHO","Ativacao",4.94,2.85
"1021","VESPA","Ativacao",4.5,3.08
"1022","VESTIBULAR","Ativacao",6.65,2.44
"1023","VESTIDO","Ativacao",3.63,2.68
"1024","VESTUÁRIO","Ativacao",3.91,2.7
"1025","VIAGEM","Ativacao",5.26,3.39
"1026","VIBRAÇÃO","Ativacao",5.76,2.86
"1027","VICIADO","Ativacao",5.73,2.99
"1028","VÍCIO","Ativacao",5.82,2.93
"1029","VIDA","Ativacao",5.45,3.53
"1030","VIDRO","Ativacao",3.49,2.13
"1031","VIGIAR","Ativacao",4.91,2.83
"1032","VIGOROSO","Ativacao",4.03,2.36
"1033","VILA","Ativacao",3.89,2.5
"1034","VINHO","Ativacao",4.09,2.94
"1035","VIOLENTO","Ativacao",6.49,2.95
"1036","VIOLINO","Ativacao",3.14,2.82
"1037","VIRGEM","Ativacao",3.09,2.52
"1038","VIRTUDE","Ativacao",3.65,2.85
"1039","VISÃO","Ativacao",3.89,2.87
"1040","VÍTIMA","Ativacao",6.08,2.69
"1041","VITÓRIA","Ativacao",5.36,3.45
"1042","VÍVIDO","Ativacao",3.92,2.7
"1043","VIVO","Ativacao",4.7,3.21
"1044","VÔMITO","Ativacao",4.47,2.48
"1045","VULCÃO","Ativacao",5.5,2.72
"1046",NA,"Ativacao",NA,NA
